Id,Id2,Geography,Total,Male,Myoung,Mmid,Mold,Female,Fyoung,Fmid,Fold,Young,Mid,Old
1500000US130890220052,130890220052,"Block Group 2, Census Tract 220.05, DeKalb County, Georgia",1128,552,199,227,17,576,120,237,71,319,464,88
1500000US130890220053,130890220053,"Block Group 3, Census Tract 220.05, DeKalb County, Georgia",1736,844,358,231,78,892,228,327,96,586,558,174
1500000US130890220071,130890220071,"Block Group 1, Census Tract 220.07, DeKalb County, Georgia",2254,1070,432,210,73,1184,369,275,18,801,485,91
1500000US130890220072,130890220072,"Block Group 2, Census Tract 220.07, DeKalb County, Georgia",1850,1150,525,303,65,700,275,215,84,800,518,149
1500000US130890220081,130890220081,"Block Group 1, Census Tract 220.08, DeKalb County, Georgia",1057,436,191,221,24,621,144,210,26,335,431,50
1500000US130890220082,130890220082,"Block Group 2, Census Tract 220.08, DeKalb County, Georgia",2580,1455,575,335,57,1125,424,225,111,999,560,168
1500000US130890220083,130890220083,"Block Group 3, Census Tract 220.08, DeKalb County, Georgia",3693,1450,426,341,171,2243,766,509,188,1192,850,359
1500000US130890220084,130890220084,"Block Group 4, Census Tract 220.08, DeKalb County, Georgia",1037,563,74,133,80,474,188,85,18,262,218,98
1500000US130890220091,130890220091,"Block Group 1, Census Tract 220.09, DeKalb County, Georgia",1844,826,472,154,0,1018,466,308,24,938,462,24
1500000US130890220092,130890220092,"Block Group 2, Census Tract 220.09, DeKalb County, Georgia",1905,904,308,288,14,1001,315,331,29,623,619,43
1500000US130890220093,130890220093,"Block Group 3, Census Tract 220.09, DeKalb County, Georgia",1341,546,212,155,0,795,483,122,0,695,277,0
1500000US130890220101,130890220101,"Block Group 1, Census Tract 220.10, DeKalb County, Georgia",2669,1292,365,370,103,1377,491,412,119,856,782,222
1500000US130890221001,130890221001,"Block Group 1, Census Tract 221, DeKalb County, Georgia",2090,960,324,174,23,1130,487,170,69,811,344,92
1500000US130890221002,130890221002,"Block Group 2, Census Tract 221, DeKalb County, Georgia",1511,665,141,254,113,846,286,256,92,427,510,205
1500000US130890222031,130890222031,"Block Group 1, Census Tract 222.03, DeKalb County, Georgia",2090,1016,517,225,82,1074,631,229,163,1148,454,245
1500000US130890222041,130890222041,"Block Group 1, Census Tract 222.04, DeKalb County, Georgia",3732,1713,552,552,82,2019,662,548,78,1214,1100,160
1500000US130890222042,130890222042,"Block Group 2, Census Tract 222.04, DeKalb County, Georgia",765,319,95,152,15,446,134,217,42,229,369,57
1500000US130890222043,130890222043,"Block Group 3, Census Tract 222.04, DeKalb County, Georgia",1628,876,273,435,58,752,247,251,119,520,686,177
1500000US130890222044,130890222044,"Block Group 4, Census Tract 222.04, DeKalb County, Georgia",898,445,169,128,10,453,254,54,31,423,182,41
1500000US130890223011,130890223011,"Block Group 1, Census Tract 223.01, DeKalb County, Georgia",1306,674,318,132,79,632,232,191,170,550,323,249
1500000US130890223012,130890223012,"Block Group 2, Census Tract 223.01, DeKalb County, Georgia",498,127,54,29,44,371,42,42,261,96,71,305
1500000US130890223013,130890223013,"Block Group 3, Census Tract 223.01, DeKalb County, Georgia",909,392,185,117,41,517,114,266,74,299,383,115
1500000US130890223014,130890223014,"Block Group 4, Census Tract 223.01, DeKalb County, Georgia",1376,628,120,271,74,748,124,387,26,244,658,100
1500000US130890223015,130890223015,"Block Group 5, Census Tract 223.01, DeKalb County, Georgia",1801,950,690,190,14,851,426,270,17,1116,460,31
1500000US130890223021,130890223021,"Block Group 1, Census Tract 223.02, DeKalb County, Georgia",1572,839,288,280,140,733,298,248,179,586,528,319
1500000US130890223022,130890223022,"Block Group 2, Census Tract 223.02, DeKalb County, Georgia",1274,668,153,236,88,606,154,247,36,307,483,124
1500000US130890223023,130890223023,"Block Group 3, Census Tract 223.02, DeKalb County, Georgia",1728,861,403,286,30,867,345,351,85,748,637,115
1500000US130890224011,130890224011,"Block Group 1, Census Tract 224.01, DeKalb County, Georgia",1862,872,402,279,63,990,563,275,50,965,554,113
1500000US130890224012,130890224012,"Block Group 2, Census Tract 224.01, DeKalb County, Georgia",1109,493,183,181,43,616,251,167,83,434,348,126
1500000US130890224013,130890224013,"Block Group 3, Census Tract 224.01, DeKalb County, Georgia",973,459,57,222,83,514,42,305,73,99,527,156
1500000US130890224021,130890224021,"Block Group 1, Census Tract 224.02, DeKalb County, Georgia",2394,1005,880,62,23,1389,1144,135,41,2024,197,64
1500000US130890224022,130890224022,"Block Group 2, Census Tract 224.02, DeKalb County, Georgia",3326,1403,1232,53,57,1923,1638,31,242,2870,84,299
1500000US130890224031,130890224031,"Block Group 1, Census Tract 224.03, DeKalb County, Georgia",1304,655,73,257,139,649,124,273,122,197,530,261
1500000US130890224032,130890224032,"Block Group 2, Census Tract 224.03, DeKalb County, Georgia",1619,745,207,310,72,874,215,291,120,422,601,192
1500000US130890224033,130890224033,"Block Group 3, Census Tract 224.03, DeKalb County, Georgia",1065,523,38,225,98,542,65,241,89,103,466,187
1500000US130890225001,130890225001,"Block Group 1, Census Tract 225, DeKalb County, Georgia",1992,830,144,214,46,1162,259,156,161,403,370,207
1500000US130890225002,130890225002,"Block Group 2, Census Tract 225, DeKalb County, Georgia",1052,396,85,163,43,656,203,187,78,288,350,121
1500000US130890225003,130890225003,"Block Group 3, Census Tract 225, DeKalb County, Georgia",1425,705,221,229,39,720,254,277,60,475,506,99
1500000US130890225004,130890225004,"Block Group 4, Census Tract 225, DeKalb County, Georgia",1784,813,225,278,68,971,191,361,115,416,639,183
1500000US130890226001,130890226001,"Block Group 1, Census Tract 226, DeKalb County, Georgia",1756,864,246,351,59,892,225,346,118,471,697,177
1500000US130890226002,130890226002,"Block Group 2, Census Tract 226, DeKalb County, Georgia",1985,694,153,323,102,1291,371,392,305,524,715,407
1500000US130890226003,130890226003,"Block Group 3, Census Tract 226, DeKalb County, Georgia",1883,771,296,217,73,1112,337,325,247,633,542,320
1500000US130890227001,130890227001,"Block Group 1, Census Tract 227, DeKalb County, Georgia",1963,857,120,367,57,1106,245,321,235,365,688,292
1500000US130890227002,130890227002,"Block Group 2, Census Tract 227, DeKalb County, Georgia",972,466,117,151,10,506,187,126,19,304,277,29
1500000US130890227003,130890227003,"Block Group 3, Census Tract 227, DeKalb County, Georgia",1511,631,170,238,10,880,349,243,75,519,481,85
1500000US130890228001,130890228001,"Block Group 1, Census Tract 228, DeKalb County, Georgia",1111,279,62,108,15,832,673,110,31,735,218,46
1500000US130890228002,130890228002,"Block Group 2, Census Tract 228, DeKalb County, Georgia",1689,787,262,179,48,902,294,228,112,556,407,160
1500000US130890228003,130890228003,"Block Group 3, Census Tract 228, DeKalb County, Georgia",1041,452,92,205,13,589,143,251,23,235,456,36
1500000US130890229001,130890229001,"Block Group 1, Census Tract 229, DeKalb County, Georgia",1547,694,216,206,36,853,221,372,111,437,578,147
1500000US130890229002,130890229002,"Block Group 2, Census Tract 229, DeKalb County, Georgia",151,58,15,27,0,93,29,35,29,44,62,29
1500000US130890229003,130890229003,"Block Group 3, Census Tract 229, DeKalb County, Georgia",1980,1052,294,446,81,928,305,355,111,599,801,192
1500000US130890230001,130890230001,"Block Group 1, Census Tract 230, DeKalb County, Georgia",2096,880,218,346,112,1216,241,510,239,459,856,351
1500000US130890231011,130890231011,"Block Group 1, Census Tract 231.01, DeKalb County, Georgia",647,360,56,190,37,287,72,132,68,128,322,105
1500000US130890231012,130890231012,"Block Group 2, Census Tract 231.01, DeKalb County, Georgia",1664,768,278,224,81,896,279,324,123,557,548,204
1500000US130890231013,130890231013,"Block Group 3, Census Tract 231.01, DeKalb County, Georgia",833,385,93,90,42,448,158,108,39,251,198,81
1500000US130890231014,130890231014,"Block Group 4, Census Tract 231.01, DeKalb County, Georgia",1455,649,344,168,40,806,325,271,45,669,439,85
1500000US130890231021,130890231021,"Block Group 1, Census Tract 231.02, DeKalb County, Georgia",1449,720,127,428,51,729,104,403,94,231,831,145
1500000US130890231022,130890231022,"Block Group 2, Census Tract 231.02, DeKalb County, Georgia",1781,866,298,328,52,915,373,307,105,671,635,157
1500000US130890231071,130890231071,"Block Group 1, Census Tract 231.07, DeKalb County, Georgia",1788,671,228,257,91,1117,253,482,85,481,739,176
1500000US130890231072,130890231072,"Block Group 2, Census Tract 231.07, DeKalb County, Georgia",1320,749,234,298,18,571,214,142,71,448,440,89
1500000US130890231073,130890231073,"Block Group 3, Census Tract 231.07, DeKalb County, Georgia",1401,606,151,222,39,795,199,280,123,350,502,162
1500000US130890231081,130890231081,"Block Group 1, Census Tract 231.08, DeKalb County, Georgia",1648,885,276,306,86,763,202,207,119,478,513,205
1500000US130890231082,130890231082,"Block Group 2, Census Tract 231.08, DeKalb County, Georgia",1238,531,171,134,56,707,236,219,93,407,353,149
1500000US130890231083,130890231083,"Block Group 3, Census Tract 231.08, DeKalb County, Georgia",1854,935,251,289,39,919,261,355,81,512,644,120
1500000US130890231111,130890231111,"Block Group 1, Census Tract 231.11, DeKalb County, Georgia",2054,1019,311,352,83,1035,274,391,123,585,743,206
1500000US130890231121,130890231121,"Block Group 1, Census Tract 231.12, DeKalb County, Georgia",1390,811,440,208,23,579,218,209,0,658,417,23
1500000US130890231122,130890231122,"Block Group 2, Census Tract 231.12, DeKalb County, Georgia",2334,925,414,196,8,1409,476,405,55,890,601,63
1500000US130890231123,130890231123,"Block Group 3, Census Tract 231.12, DeKalb County, Georgia",541,269,40,158,24,272,43,134,25,83,292,49
1500000US130890231131,130890231131,"Block Group 1, Census Tract 231.13, DeKalb County, Georgia",2059,916,331,109,18,1143,461,370,57,792,479,75
1500000US130890231132,130890231132,"Block Group 2, Census Tract 231.13, DeKalb County, Georgia",1338,668,200,302,25,670,294,172,32,494,474,57
1500000US130890231141,130890231141,"Block Group 1, Census Tract 231.14, DeKalb County, Georgia",1094,528,207,127,55,566,187,229,67,394,356,122
1500000US130890231142,130890231142,"Block Group 2, Census Tract 231.14, DeKalb County, Georgia",1346,710,273,234,62,636,181,196,98,454,430,160
1500000US130890231151,130890231151,"Block Group 1, Census Tract 231.15, DeKalb County, Georgia",3083,2750,1894,830,9,333,249,84,0,2143,914,9
1500000US130890232041,130890232041,"Block Group 1, Census Tract 232.04, DeKalb County, Georgia",2661,1128,519,203,33,1533,296,621,88,815,824,121
1500000US130890232042,130890232042,"Block Group 2, Census Tract 232.04, DeKalb County, Georgia",2575,1297,358,440,160,1278,356,556,177,714,996,337
1500000US130890232043,130890232043,"Block Group 3, Census Tract 232.04, DeKalb County, Georgia",1934,941,265,282,56,993,287,421,168,552,703,224
1500000US130890232061,130890232061,"Block Group 1, Census Tract 232.06, DeKalb County, Georgia",2967,1429,380,474,239,1538,367,549,334,747,1023,573
1500000US130890232062,130890232062,"Block Group 2, Census Tract 232.06, DeKalb County, Georgia",3187,1754,465,484,42,1433,390,531,154,855,1015,196
1500000US130890232063,130890232063,"Block Group 3, Census Tract 232.06, DeKalb County, Georgia",1510,660,131,261,28,850,126,400,144,257,661,172
1500000US130890232081,130890232081,"Block Group 1, Census Tract 232.08, DeKalb County, Georgia",2566,1298,500,498,63,1268,452,443,142,952,941,205
1500000US130890232082,130890232082,"Block Group 2, Census Tract 232.08, DeKalb County, Georgia",1318,614,218,201,50,704,218,233,83,436,434,133
1500000US130890232083,130890232083,"Block Group 3, Census Tract 232.08, DeKalb County, Georgia",3174,1494,543,277,109,1680,594,514,65,1137,791,174
1500000US130890232091,130890232091,"Block Group 1, Census Tract 232.09, DeKalb County, Georgia",1490,720,301,145,20,770,203,304,46,504,449,66
1500000US130890232092,130890232092,"Block Group 2, Census Tract 232.09, DeKalb County, Georgia",2533,1322,414,494,93,1211,310,539,59,724,1033,152
1500000US130890232093,130890232093,"Block Group 3, Census Tract 232.09, DeKalb County, Georgia",1607,678,243,233,46,929,252,394,43,495,627,89
1500000US130890232101,130890232101,"Block Group 1, Census Tract 232.10, DeKalb County, Georgia",1274,573,182,238,25,701,116,340,155,298,578,180
1500000US130890232102,130890232102,"Block Group 2, Census Tract 232.10, DeKalb County, Georgia",753,499,214,97,44,254,81,131,27,295,228,71
1500000US130890232103,130890232103,"Block Group 3, Census Tract 232.10, DeKalb County, Georgia",1792,835,331,180,137,957,294,379,112,625,559,249
1500000US130890232104,130890232104,"Block Group 4, Census Tract 232.10, DeKalb County, Georgia",653,350,213,68,0,303,83,161,26,296,229,26
1500000US130890232105,130890232105,"Block Group 5, Census Tract 232.10, DeKalb County, Georgia",2042,897,469,129,37,1145,442,325,44,911,454,81
1500000US130890232111,130890232111,"Block Group 1, Census Tract 232.11, DeKalb County, Georgia",1489,712,224,282,51,777,161,309,71,385,591,122
1500000US130890232112,130890232112,"Block Group 2, Census Tract 232.11, DeKalb County, Georgia",1528,678,176,226,96,850,325,357,46,501,583,142
1500000US130890232121,130890232121,"Block Group 1, Census Tract 232.12, DeKalb County, Georgia",1514,708,275,203,95,806,200,343,112,475,546,207
1500000US130890232122,130890232122,"Block Group 2, Census Tract 232.12, DeKalb County, Georgia",2100,1116,276,494,36,984,347,351,62,623,845,98
1500000US130890232131,130890232131,"Block Group 1, Census Tract 232.13, DeKalb County, Georgia",1247,724,297,103,38,523,178,154,85,475,257,123
1500000US130890232132,130890232132,"Block Group 2, Census Tract 232.13, DeKalb County, Georgia",1514,821,338,368,54,693,217,251,30,555,619,84
1500000US130890232133,130890232133,"Block Group 3, Census Tract 232.13, DeKalb County, Georgia",3222,1229,496,264,86,1993,603,730,270,1099,994,356
1500000US130890232141,130890232141,"Block Group 1, Census Tract 232.14, DeKalb County, Georgia",3199,1489,622,344,92,1710,802,474,48,1424,818,140
1500000US130890232142,130890232142,"Block Group 2, Census Tract 232.14, DeKalb County, Georgia",2887,1106,363,303,10,1781,641,470,45,1004,773,55
1500000US130890233031,130890233031,"Block Group 1, Census Tract 233.03, DeKalb County, Georgia",3480,1521,394,446,37,1959,588,602,185,982,1048,222
1500000US130890233032,130890233032,"Block Group 2, Census Tract 233.03, DeKalb County, Georgia",809,405,137,138,76,404,68,140,85,205,278,161
1500000US130890233033,130890233033,"Block Group 3, Census Tract 233.03, DeKalb County, Georgia",960,511,161,143,32,449,181,138,43,342,281,75
1500000US130890233034,130890233034,"Block Group 4, Census Tract 233.03, DeKalb County, Georgia",1566,508,131,91,10,1058,362,303,68,493,394,78
1500000US130890233061,130890233061,"Block Group 1, Census Tract 233.06, DeKalb County, Georgia",2635,950,340,342,69,1685,466,716,80,806,1058,149
1500000US130890233062,130890233062,"Block Group 2, Census Tract 233.06, DeKalb County, Georgia",2012,1152,185,435,148,860,272,400,29,457,835,177
1500000US130890233063,130890233063,"Block Group 3, Census Tract 233.06, DeKalb County, Georgia",2323,945,221,401,43,1378,322,372,176,543,773,219
1500000US130890233091,130890233091,"Block Group 1, Census Tract 233.09, DeKalb County, Georgia",1216,529,189,224,17,687,255,253,67,444,477,84
1500000US130890233092,130890233092,"Block Group 2, Census Tract 233.09, DeKalb County, Georgia",1896,709,125,254,45,1187,364,404,225,489,658,270
1500000US130890233093,130890233093,"Block Group 3, Census Tract 233.09, DeKalb County, Georgia",4417,1806,509,462,70,2611,799,936,84,1308,1398,154
1500000US130890233094,130890233094,"Block Group 4, Census Tract 233.09, DeKalb County, Georgia",1914,853,137,444,0,1061,184,623,7,321,1067,7
1500000US130890233101,130890233101,"Block Group 1, Census Tract 233.10, DeKalb County, Georgia",2321,865,276,269,91,1456,402,534,209,678,803,300
1500000US130890233102,130890233102,"Block Group 2, Census Tract 233.10, DeKalb County, Georgia",3920,1948,481,513,86,1972,657,766,87,1138,1279,173
1500000US130890233103,130890233103,"Block Group 3, Census Tract 233.10, DeKalb County, Georgia",1958,619,209,107,31,1339,513,418,150,722,525,181
1500000US130890233104,130890233104,"Block Group 4, Census Tract 233.10, DeKalb County, Georgia",1339,708,323,181,33,631,315,206,100,638,387,133
1500000US130890233111,130890233111,"Block Group 1, Census Tract 233.11, DeKalb County, Georgia",3090,1485,470,454,77,1605,380,802,148,850,1256,225
1500000US130890233112,130890233112,"Block Group 2, Census Tract 233.11, DeKalb County, Georgia",1909,795,167,297,66,1114,345,286,65,512,583,131
1500000US130890233121,130890233121,"Block Group 1, Census Tract 233.12, DeKalb County, Georgia",3898,1864,447,675,111,2034,578,837,142,1025,1512,253
1500000US130890233122,130890233122,"Block Group 2, Census Tract 233.12, DeKalb County, Georgia",2905,1295,472,375,125,1610,320,694,218,792,1069,343
1500000US130890233123,130890233123,"Block Group 3, Census Tract 233.12, DeKalb County, Georgia",2399,912,296,315,102,1487,399,571,109,695,886,211
1500000US130890233131,130890233131,"Block Group 1, Census Tract 233.13, DeKalb County, Georgia",1926,865,301,306,49,1061,293,521,59,594,827,108
1500000US130890233132,130890233132,"Block Group 2, Census Tract 233.13, DeKalb County, Georgia",3006,1531,371,496,146,1475,386,665,80,757,1161,226
1500000US130890233141,130890233141,"Block Group 1, Census Tract 233.14, DeKalb County, Georgia",1639,788,114,380,49,851,142,403,29,256,783,78
1500000US130890233142,130890233142,"Block Group 2, Census Tract 233.14, DeKalb County, Georgia",2022,892,219,395,131,1130,294,479,96,513,874,227
1500000US130890233143,130890233143,"Block Group 3, Census Tract 233.14, DeKalb County, Georgia",1433,615,138,220,50,818,317,296,69,455,516,119
1500000US130890233151,130890233151,"Block Group 1, Census Tract 233.15, DeKalb County, Georgia",3211,1271,156,456,44,1940,618,721,113,774,1177,157
1500000US130890233152,130890233152,"Block Group 2, Census Tract 233.15, DeKalb County, Georgia",1543,736,275,278,29,807,133,347,70,408,625,99
1500000US130890233161,130890233161,"Block Group 1, Census Tract 233.16, DeKalb County, Georgia",2913,1247,233,624,122,1666,367,713,191,600,1337,313
1500000US130890233162,130890233162,"Block Group 2, Census Tract 233.16, DeKalb County, Georgia",3487,1771,515,773,46,1716,344,927,110,859,1700,156
1500000US130890233163,130890233163,"Block Group 3, Census Tract 233.16, DeKalb County, Georgia",1652,858,197,371,16,794,305,304,52,502,675,68
1500000US130890234101,130890234101,"Block Group 1, Census Tract 234.10, DeKalb County, Georgia",1417,497,162,135,48,920,242,339,66,404,474,114
1500000US130890234102,130890234102,"Block Group 2, Census Tract 234.10, DeKalb County, Georgia",1715,733,348,186,82,982,384,309,102,732,495,184
1500000US130890234111,130890234111,"Block Group 1, Census Tract 234.11, DeKalb County, Georgia",1921,803,205,257,147,1118,215,426,235,420,683,382
1500000US130890234112,130890234112,"Block Group 2, Census Tract 234.11, DeKalb County, Georgia",2031,925,252,391,106,1106,251,506,174,503,897,280
1500000US130890234121,130890234121,"Block Group 1, Census Tract 234.12, DeKalb County, Georgia",2020,690,144,181,50,1330,269,548,208,413,729,258
1500000US130890234122,130890234122,"Block Group 2, Census Tract 234.12, DeKalb County, Georgia",1810,782,259,334,186,1028,253,463,134,512,797,320
1500000US130890234123,130890234123,"Block Group 3, Census Tract 234.12, DeKalb County, Georgia",2661,1363,499,379,182,1298,268,523,235,767,902,417
1500000US130890234131,130890234131,"Block Group 1, Census Tract 234.13, DeKalb County, Georgia",1703,780,242,288,126,923,181,384,146,423,672,272
1500000US130890234132,130890234132,"Block Group 2, Census Tract 234.13, DeKalb County, Georgia",1707,645,126,250,133,1062,261,378,248,387,628,381
1500000US130890234141,130890234141,"Block Group 1, Census Tract 234.14, DeKalb County, Georgia",2144,1060,249,242,57,1084,242,461,115,491,703,172
1500000US130890234142,130890234142,"Block Group 2, Census Tract 234.14, DeKalb County, Georgia",1237,564,85,208,181,673,178,225,160,263,433,341
1500000US130890234143,130890234143,"Block Group 3, Census Tract 234.14, DeKalb County, Georgia",3100,1427,371,480,236,1673,354,699,251,725,1179,487
1500000US130890234161,130890234161,"Block Group 1, Census Tract 234.16, DeKalb County, Georgia",1979,758,188,275,32,1221,504,399,27,692,674,59
1500000US130890234162,130890234162,"Block Group 2, Census Tract 234.16, DeKalb County, Georgia",2807,1296,275,673,16,1511,376,425,117,651,1098,133
1500000US130890234163,130890234163,"Block Group 3, Census Tract 234.16, DeKalb County, Georgia",1577,778,205,322,40,799,209,301,51,414,623,91
1500000US130890234164,130890234164,"Block Group 4, Census Tract 234.16, DeKalb County, Georgia",1561,765,187,240,247,796,219,357,159,406,597,406
1500000US130890234181,130890234181,"Block Group 1, Census Tract 234.18, DeKalb County, Georgia",6278,2549,1092,779,58,3729,1614,1142,198,2706,1921,256
1500000US130890234182,130890234182,"Block Group 2, Census Tract 234.18, DeKalb County, Georgia",3327,1463,302,751,70,1864,682,788,176,984,1539,246
1500000US130890234183,130890234183,"Block Group 3, Census Tract 234.18, DeKalb County, Georgia",3750,1807,830,389,204,1943,421,915,112,1251,1304,316
1500000US130890234184,130890234184,"Block Group 4, Census Tract 234.18, DeKalb County, Georgia",5968,2794,925,592,67,3174,800,1146,187,1725,1738,254
1500000US130890234191,130890234191,"Block Group 1, Census Tract 234.19, DeKalb County, Georgia",6097,2437,596,965,145,3660,1122,1245,330,1718,2210,475
1500000US130890234192,130890234192,"Block Group 2, Census Tract 234.19, DeKalb County, Georgia",1448,761,266,329,50,687,157,371,127,423,700,177
1500000US130890234193,130890234193,"Block Group 3, Census Tract 234.19, DeKalb County, Georgia",1960,1002,270,267,52,958,418,314,25,688,581,77
1500000US130890234211,130890234211,"Block Group 1, Census Tract 234.21, DeKalb County, Georgia",3190,958,201,288,82,2232,838,509,160,1039,797,242
1500000US130890234212,130890234212,"Block Group 2, Census Tract 234.21, DeKalb County, Georgia",1167,396,116,105,0,771,483,124,23,599,229,23
1500000US130890234213,130890234213,"Block Group 3, Census Tract 234.21, DeKalb County, Georgia",3572,1557,580,396,31,2015,729,740,73,1309,1136,104
1500000US130890234221,130890234221,"Block Group 1, Census Tract 234.22, DeKalb County, Georgia",1762,775,156,319,35,987,354,309,43,510,628,78
1500000US130890234222,130890234222,"Block Group 2, Census Tract 234.22, DeKalb County, Georgia",3177,1395,328,630,31,1782,506,783,107,834,1413,138
1500000US130890234231,130890234231,"Block Group 1, Census Tract 234.23, DeKalb County, Georgia",2802,1286,362,604,86,1516,547,606,70,909,1210,156
1500000US130890234232,130890234232,"Block Group 2, Census Tract 234.23, DeKalb County, Georgia",1368,784,229,235,86,584,284,151,90,513,386,176
1500000US130890234233,130890234233,"Block Group 3, Census Tract 234.23, DeKalb County, Georgia",3337,1573,500,400,117,1764,679,685,106,1179,1085,223
1500000US130890234241,130890234241,"Block Group 1, Census Tract 234.24, DeKalb County, Georgia",4005,1827,552,510,134,2178,752,716,149,1304,1226,283
1500000US130890234242,130890234242,"Block Group 2, Census Tract 234.24, DeKalb County, Georgia",1889,980,384,349,66,909,375,266,61,759,615,127
1500000US130890234251,130890234251,"Block Group 1, Census Tract 234.25, DeKalb County, Georgia",2355,1121,572,297,180,1234,324,540,212,896,837,392
1500000US130890234252,130890234252,"Block Group 2, Census Tract 234.25, DeKalb County, Georgia",3424,1703,563,648,90,1721,530,683,142,1093,1331,232
1500000US130890234261,130890234261,"Block Group 1, Census Tract 234.26, DeKalb County, Georgia",2614,1250,301,583,82,1364,298,615,184,599,1198,266
1500000US130890234262,130890234262,"Block Group 2, Census Tract 234.26, DeKalb County, Georgia",2211,738,171,316,76,1473,440,510,234,611,826,310
1500000US130890234271,130890234271,"Block Group 1, Census Tract 234.27, DeKalb County, Georgia",2099,897,278,326,75,1202,341,487,159,619,813,234
1500000US130890234272,130890234272,"Block Group 2, Census Tract 234.27, DeKalb County, Georgia",739,349,117,102,74,390,65,169,80,182,271,154
1500000US130890234281,130890234281,"Block Group 1, Census Tract 234.28, DeKalb County, Georgia",831,393,174,72,0,438,138,197,56,312,269,56
1500000US130890234282,130890234282,"Block Group 2, Census Tract 234.28, DeKalb County, Georgia",2665,946,348,287,38,1719,705,490,76,1053,777,114
1500000US130890234283,130890234283,"Block Group 3, Census Tract 234.28, DeKalb County, Georgia",4534,1925,597,349,30,2609,1220,708,86,1817,1057,116
1500000US130890234284,130890234284,"Block Group 4, Census Tract 234.28, DeKalb County, Georgia",1688,624,205,199,44,1064,426,287,163,631,486,207
1500000US130890235011,130890235011,"Block Group 1, Census Tract 235.01, DeKalb County, Georgia",1472,548,157,275,26,924,224,338,94,381,613,120
1500000US130890235012,130890235012,"Block Group 2, Census Tract 235.01, DeKalb County, Georgia",1828,775,263,212,106,1053,285,326,202,548,538,308
1500000US130890235041,130890235041,"Block Group 1, Census Tract 235.04, DeKalb County, Georgia",787,281,56,97,93,506,94,198,99,150,295,192
1500000US130890235042,130890235042,"Block Group 2, Census Tract 235.04, DeKalb County, Georgia",687,349,58,70,119,338,69,111,86,127,181,205
1500000US130890235043,130890235043,"Block Group 3, Census Tract 235.04, DeKalb County, Georgia",1555,757,172,209,39,798,183,256,100,355,465,139
1500000US130890235051,130890235051,"Block Group 1, Census Tract 235.05, DeKalb County, Georgia",1283,534,206,217,63,749,167,394,123,373,611,186
1500000US130890235052,130890235052,"Block Group 2, Census Tract 235.05, DeKalb County, Georgia",1188,625,155,196,140,563,111,242,154,266,438,294
1500000US130890235061,130890235061,"Block Group 1, Census Tract 235.06, DeKalb County, Georgia",2139,1102,171,428,48,1037,380,336,103,551,764,151
1500000US130890235062,130890235062,"Block Group 2, Census Tract 235.06, DeKalb County, Georgia",2033,925,184,465,135,1108,215,469,355,399,934,490
1500000US130890235063,130890235063,"Block Group 3, Census Tract 235.06, DeKalb County, Georgia",1795,760,258,234,163,1035,148,409,269,406,643,432
1500000US130890235071,130890235071,"Block Group 1, Census Tract 235.07, DeKalb County, Georgia",1109,677,207,240,104,432,165,171,68,372,411,172
1500000US130890235072,130890235072,"Block Group 2, Census Tract 235.07, DeKalb County, Georgia",1018,528,205,89,9,490,100,248,62,305,337,71
